"","Biennium","Committee","Name"
"2925","2011-12","Senate Committee on Labor, Commerce & Consumer Protection","Adam Kline"
"2926","2011-12","Senate Committee on Natural Resources & Marine Waters","Kevin Ranker"
"2927","2011-12","Senate Committee on Natural Resources & Marine Waters","Debbie Regala"
"2928","2011-12","Senate Committee on Natural Resources & Marine Waters","Bob Morton"
"2929","2011-12","Senate Committee on Natural Resources & Marine Waters","Karen Fraser"
"2930","2011-12","Senate Committee on Natural Resources & Marine Waters","James Hargrove"
"2931","2011-12","Senate Committee on Natural Resources & Marine Waters","Val Stevens"
"2932","2011-12","Senate Committee on Natural Resources & Marine Waters","Dan Swecker"
"2933","2011-12","Senate Committee on Rules","Brad Owen"
"2934","2011-12","Senate Committee on Rules","Margarita Prentice"
"2935","2011-12","Senate Committee on Rules","Mike Hewitt"
"2936","2011-12","Senate Committee on Rules","Don Benton"
"2937","2011-12","Senate Committee on Rules","Lisa Brown"
"2938","2011-12","Senate Committee on Rules","Mike Carrell"
"2939","2011-12","Senate Committee on Rules","Steve Conway"
"2940","2011-12","Senate Committee on Rules","Tracey Eide"
"2941","2011-12","Senate Committee on Rules","Karen Fraser"
"2942","2011-12","Senate Committee on Rules","Nick Harper"
"2943","2011-12","Senate Committee on Rules","Mary Margaret Haugen"
"2944","2011-12","Senate Committee on Rules","Karen Keiser"
"2945","2011-12","Senate Committee on Rules","Curtis King"
"2946","2011-12","Senate Committee on Rules","Adam Kline"
"2947","2011-12","Senate Committee on Rules","Jeanne Kohl-Welles"
"2948","2011-12","Senate Committee on Rules","Rosemary McAuliffe"
"2949","2011-12","Senate Committee on Rules","Linda Evans Parlette"
"2950","2011-12","Senate Committee on Rules","Cheryl Pflug"
"2951","2011-12","Senate Committee on Rules","Debbie Regala"
"2952","2011-12","Senate Committee on Rules","Phil Rockefeller"
"2953","2011-12","Senate Committee on Rules","Mark Schoesler"
"2954","2011-12","Senate Committee on Rules","Val Stevens"
"2955","2011-12","Senate Committee on Rules","Scott White"
"2956","2011-12","Senate Committee on Rules","Joseph Zarelli"
"2957","2011-12","Senate Committee on Transportation","Mary Margaret Haugen"
"2958","2011-12","Senate Committee on Transportation","Tracey Eide"
"2959","2011-12","Senate Committee on Transportation","Scott White"
"2960","2011-12","Senate Committee on Transportation","Curtis King"
"2961","2011-12","Senate Committee on Transportation","Joe Fain"
"2962","2011-12","Senate Committee on Transportation","Jerome Delvin"
"2963","2011-12","Senate Committee on Transportation","Doug Ericksen"
"2964","2011-12","Senate Committee on Transportation","David Frockt"
"2965","2011-12","Senate Committee on Transportation","Andy Hill"
"2966","2011-12","Senate Committee on Transportation","Steve Hobbs"
"2967","2011-12","Senate Committee on Transportation","Steve Litzow"
"2968","2011-12","Senate Committee on Transportation","Sharon Nelson"
"2969","2011-12","Senate Committee on Transportation","Margarita Prentice"
"2970","2011-12","Senate Committee on Transportation","Kevin Ranker"
"2971","2011-12","Senate Committee on Transportation","Christine Rolfes"
"2972","2011-12","Senate Committee on Transportation","Tim Sheldon"
"2973","2011-12","Senate Committee on Transportation","Paull Shin"
"2974","2011-12","Senate Committee on Transportation","Dan Swecker"
"2975","2011-12","Senate Committee on Ways & Means","Ed Murray"
"2976","2011-12","Senate Committee on Ways & Means","Derek Kilmer"
"2977","2011-12","Senate Committee on Ways & Means","Jim Honeyford"
"2978","2011-12","Senate Committee on Ways & Means","James Hargrove"
"2979","2011-12","Senate Committee on Ways & Means","Dino Rossi"
"2980","2011-12","Senate Committee on Ways & Means","Joseph Zarelli"
"2981","2011-12","Senate Committee on Ways & Means","Karen Keiser"
"2982","2011-12","Senate Committee on Ways & Means","Michael Baumgartner"
"2983","2011-12","Senate Committee on Ways & Means","Jeff Baxter"
"2984","2011-12","Senate Committee on Ways & Means","Lisa Brown"
"2985","2011-12","Senate Committee on Ways & Means","Steve Conway"
"2986","2011-12","Senate Committee on Ways & Means","Karen Fraser"
"2987","2011-12","Senate Committee on Ways & Means","Nick Harper"
"2988","2011-12","Senate Committee on Ways & Means","Brian Hatfield"
"2989","2011-12","Senate Committee on Ways & Means","Mike Hewitt"
"2990","2011-12","Senate Committee on Ways & Means","Janéa Holmquist Newbry"
"2991","2011-12","Senate Committee on Ways & Means","Jim Kastama"
"2992","2011-12","Senate Committee on Ways & Means","Jeanne Kohl-Welles"
"2993","2011-12","Senate Committee on Ways & Means","Mike Padden"
"2994","2011-12","Senate Committee on Ways & Means","Linda Evans Parlette"
"2995","2011-12","Senate Committee on Ways & Means","Cheryl Pflug"
"2996","2011-12","Senate Committee on Ways & Means","Craig Pridemore"
"2997","2011-12","Senate Committee on Ways & Means","Debbie Regala"
"2998","2011-12","Senate Committee on Ways & Means","Phil Rockefeller"
"2999","2011-12","Senate Committee on Ways & Means","Mark Schoesler"
"3000","2011-12","Senate Committee on Ways & Means","Rodney Tom"
"3001","2013-14","House Committee on Agriculture & Natural Resources","Kristine Lytton"
"3002","2013-14","House Committee on Agriculture & Natural Resources","Vincent Buys"
"3003","2013-14","House Committee on Agriculture & Natural Resources","Brian Blake"
"3004","2013-14","House Committee on Agriculture & Natural Resources","Drew MacEwen"
"3005","2013-14","House Committee on Agriculture & Natural Resources","Bruce Chandler"
"3006","2013-14","House Committee on Agriculture & Natural Resources","Hans Dunshee"
"3007","2013-14","House Committee on Agriculture & Natural Resources","Kathy Haigh"
"3008","2013-14","House Committee on Agriculture & Natural Resources","Christopher Hurst"
"3009","2013-14","House Committee on Agriculture & Natural Resources","Joel Kretz"
"3010","2013-14","House Committee on Agriculture & Natural Resources","Ed Orcutt"
"3011","2013-14","House Committee on Agriculture & Natural Resources","Eric Pettigrew"
"3012","2013-14","House Committee on Agriculture & Natural Resources","Joe Schmick"
"3013","2013-14","House Committee on Agriculture & Natural Resources","Derek Stanford"
"3014","2013-14","House Committee on Agriculture & Natural Resources","Kevin Van De Wege"
"3015","2013-14","House Committee on Agriculture & Natural Resources","Judy Warnick"
"3016","2013-14","House Committee on Appropriations","Timm Ormsby"
"3017","2013-14","House Committee on Appropriations","Bruce Chandler"
"3018","2013-14","House Committee on Appropriations","Ross Hunter"
"3019","2013-14","House Committee on Appropriations","Gary Alexander"
"3020","2013-14","House Committee on Appropriations","Charles Ross"
"3021","2013-14","House Committee on Appropriations","J.T. Wilcox"
"3022","2013-14","House Committee on Appropriations","Vincent Buys"
"3023","2013-14","House Committee on Appropriations","Reuven Carlyle"
"3024","2013-14","House Committee on Appropriations","Leonard Christian"
"3025","2013-14","House Committee on Appropriations","Eileen Cody"
"3026","2013-14","House Committee on Appropriations","Cathy Dahlquist"
"3027","2013-14","House Committee on Appropriations","Hans Dunshee"
"3028","2013-14","House Committee on Appropriations","Susan Fagan"
"3029","2013-14","House Committee on Appropriations","Tami Green"
"3030","2013-14","House Committee on Appropriations","Kathy Haigh"
"3031","2013-14","House Committee on Appropriations","Larry Haler"
"3032","2013-14","House Committee on Appropriations","Paul Harris"
"3033","2013-14","House Committee on Appropriations","Zack Hudgins"
"3034","2013-14","House Committee on Appropriations","Graham Hunt"
"3035","2013-14","House Committee on Appropriations","Sam Hunt"
"3036","2013-14","House Committee on Appropriations","Laurie Jinkins"
"3037","2013-14","House Committee on Appropriations","Ruth Kagi"
"3038","2013-14","House Committee on Appropriations","Joel Kretz"
"3039","2013-14","House Committee on Appropriations","Kristine Lytton"
"3040","2013-14","House Committee on Appropriations","Marcie Maxwell"
"3041","2013-14","House Committee on Appropriations","Dawn Morrell"
"3042","2013-14","House Committee on Appropriations","Kevin Parker"
"3043","2013-14","House Committee on Appropriations","Jamie Pedersen"
"3044","2013-14","House Committee on Appropriations","Eric Pettigrew"
"3045","2013-14","House Committee on Appropriations","Liz Pike"
"3046","2013-14","House Committee on Appropriations","Joe Schmick"
"3047","2013-14","House Committee on Appropriations","Larry Seaquist"
"3048","2013-14","House Committee on Appropriations","Larry Springer"
"3049","2013-14","House Committee on Appropriations","Pat Sullivan"
"3050","2013-14","House Committee on Appropriations","David Taylor"
"3051","2013-14","House Committee on Appropriations","Steve Tharinger"
"3052","2013-14","House Committee on Appropriations","Brandon Vick"
"3053","2013-14","House Committee on Appropriations Subcommittee on Education","Kathy Haigh"
"3054","2013-14","House Committee on Appropriations Subcommittee on Education","Susan Fagan"
"3055","2013-14","House Committee on Appropriations Subcommittee on Education","Reuven Carlyle"
"3056","2013-14","House Committee on Appropriations Subcommittee on Education","Cathy Dahlquist"
"3057","2013-14","House Committee on Appropriations Subcommittee on Education","Larry Haler"
"3058","2013-14","House Committee on Appropriations Subcommittee on Education","Kristine Lytton"
"3059","2013-14","House Committee on Appropriations Subcommittee on Education","Marcie Maxwell"
"3060","2013-14","House Committee on Appropriations Subcommittee on Education","Eric Pettigrew"
"3061","2013-14","House Committee on Appropriations Subcommittee on Education","Larry Seaquist"
"3062","2013-14","House Committee on Appropriations Subcommittee on Education","Pat Sullivan"
"3063","2013-14","House Committee on Appropriations Subcommittee on Education","Brandon Vick"
"3064","2013-14","House Committee on Appropriations Subcommittee on Education","J.T. Wilcox"
"3065","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","Zack Hudgins"
"3066","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","Kevin Parker"
"3067","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","Vincent Buys"
"3068","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","Bruce Chandler"
"3069","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","Leonard Christian"
"3070","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","Hans Dunshee"
"3071","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","Sam Hunt"
"3072","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","Laurie Jinkins"
"3073","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","Jamie Pedersen"
"3074","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","Larry Springer"
"3075","2013-14","House Committee on Appropriations Subcommittee on General Government & Information Technology","David Taylor"
"3076","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Dawn Morrell"
"3077","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Paul Harris"
"3078","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Eileen Cody"
"3079","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Tami Green"
"3080","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Graham Hunt"
"3081","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Laurie Jinkins"
"3082","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Ruth Kagi"
"3083","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Joel Kretz"
"3084","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Timm Ormsby"
"3085","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Liz Pike"
"3086","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Charles Ross"
"3087","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Joe Schmick"
"3088","2013-14","House Committee on Appropriations Subcommittee on Health & Human Services","Steve Tharinger"
"3089","2013-14","House Committee on Business & Financial Services","Steve Kirby"
"3090","2013-14","House Committee on Business & Financial Services","Cindy Ryu"
"3091","2013-14","House Committee on Business & Financial Services","Kevin Parker"
"3092","2013-14","House Committee on Business & Financial Services","Brandon Vick"
"3093","2013-14","House Committee on Business & Financial Services","Brian Blake"
"3094","2013-14","House Committee on Business & Financial Services","Bruce Chandler"
"3095","2013-14","House Committee on Business & Financial Services","Susan Fagan"
"3096","2013-14","House Committee on Business & Financial Services","Cyrus Habib"
"3097","2013-14","House Committee on Business & Financial Services","Brad Hawkins"
"3098","2013-14","House Committee on Business & Financial Services","Zack Hudgins"
"3099","2013-14","House Committee on Business & Financial Services","Graham Hunt"
"3100","2013-14","House Committee on Business & Financial Services","Christopher Hurst"
"3101","2013-14","House Committee on Business & Financial Services","Linda Kochmar"
"3102","2013-14","House Committee on Business & Financial Services","Drew MacEwen"
"3103","2013-14","House Committee on Business & Financial Services","Steve O'Ban"
"3104","2013-14","House Committee on Business & Financial Services","Sharon Tomiko Santos"
"3105","2013-14","House Committee on Business & Financial Services","Derek Stanford"
"3106","2013-14","House Committee on Capital Budget","Hans Dunshee"
"3107","2013-14","House Committee on Capital Budget","Derek Stanford"
"3108","2013-14","House Committee on Capital Budget","Richard DeBolt"
"3109","2013-14","House Committee on Capital Budget","Brad Hawkins"
"3110","2013-14","House Committee on Capital Budget","Drew MacEwen"
"3111","2013-14","House Committee on Capital Budget","Sherry Appleton"
"3112","2013-14","House Committee on Capital Budget","Leonard Christian"
"3113","2013-14","House Committee on Capital Budget","Jake Fey"
"3114","2013-14","House Committee on Capital Budget","Marcus Riccelli"
"3115","2013-14","House Committee on Capital Budget","June Robinson"
"3116","2013-14","House Committee on Capital Budget","Elizabeth Scott"
"3117","2013-14","House Committee on Capital Budget","Tana Senn"
"3118","2013-14","House Committee on Capital Budget","Norma Smith"
"3119","2013-14","House Committee on Capital Budget","Monica Stonier"
"3120","2013-14","House Committee on Capital Budget","Judy Warnick"
"3121","2013-14","House Committee on Community Development, Housing & Tribal Affairs","David Sawyer"
"3122","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Sherry Appleton"
"3123","2013-14","House Committee on Community Development, Housing & Tribal Affairs","John McCoy"
"3124","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Jan Angel"
"3125","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Norm Johnson"
"3126","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Jeff Holy"
"3127","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Richard DeBolt"
"3128","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Mia Gregerson"
"3129","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Larry Haler"
"3130","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Mike Hope"
"3131","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Liz Pike"
"3132","2013-14","House Committee on Community Development, Housing & Tribal Affairs","June Robinson"
"3133","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Cindy Ryu"
"3134","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Sharon Tomiko Santos"
"3135","2013-14","House Committee on Community Development, Housing & Tribal Affairs","Jesse Young"
"3136","2013-14","House Committee on Early Learning & Human Services","Ruth Kagi"
"3137","2013-14","House Committee on Early Learning & Human Services","Roger Freeman"
"3138","2013-14","House Committee on Early Learning & Human Services","Maureen Walsh"
"3139","2013-14","House Committee on Early Learning & Human Services","Elizabeth Scott"
"3140","2013-14","House Committee on Early Learning & Human Services","Susan Fagan"
"3141","2013-14","House Committee on Early Learning & Human Services","Jessyn Farrell"
"3142","2013-14","House Committee on Early Learning & Human Services","Roger Goodman"
"3143","2013-14","House Committee on Early Learning & Human Services","Drew MacEwen"
"3144","2013-14","House Committee on Early Learning & Human Services","Lillian Ortiz-Self"
"3145","2013-14","House Committee on Early Learning & Human Services","Jason Overstreet"
"3146","2013-14","House Committee on Early Learning & Human Services","Mary Helen Roberts"
"3147","2013-14","House Committee on Early Learning & Human Services","David Sawyer"
"3148","2013-14","House Committee on Early Learning & Human Services","Tana Senn"
"3149","2013-14","House Committee on Early Learning & Human Services","Jesse Young"
"3150","2013-14","House Committee on Early Learning & Human Services","Hans Zeiger"
"3151","2013-14","House Committee on Education","Sharon Tomiko Santos"
"3152","2013-14","House Committee on Education","Monica Stonier"
"3153","2013-14","House Committee on Education","Cathy Dahlquist"
"3154","2013-14","House Committee on Education","Chad Magendanz"
"3155","2013-14","House Committee on Education","Dick Muri"
"3156","2013-14","House Committee on Education","Steve Bergquist"
"3157","2013-14","House Committee on Education","Susan Fagan"
"3158","2013-14","House Committee on Education","Jake Fey"
"3159","2013-14","House Committee on Education","Kathy Haigh"
"3160","2013-14","House Committee on Education","Mark Hargrove"
"3161","2013-14","House Committee on Education","Brad Hawkins"
"3162","2013-14","House Committee on Education","Dave Hayes"
"3163","2013-14","House Committee on Education","Sam Hunt"
"3164","2013-14","House Committee on Education","Norm Johnson"
"3165","2013-14","House Committee on Education","Brad Klippert"
"3166","2013-14","House Committee on Education","Kristine Lytton"
"3167","2013-14","House Committee on Education","Marcie Maxwell"
"3168","2013-14","House Committee on Education","John McCoy"
"3169","2013-14","House Committee on Education","Tina Orwall"
"3170","2013-14","House Committee on Education","Kevin Parker"
"3171","2013-14","House Committee on Education","Liz Pike"
"3172","2013-14","House Committee on Education","Gerry Pollet"
"3173","2013-14","House Committee on Education","Larry Seaquist"
"3174","2013-14","House Committee on Education","Judy Warnick"
"3175","2013-14","House Committee on Environment","Joe Fitzgibbon"
"3176","2013-14","House Committee on Environment","Dave Upthegrove"
"3177","2013-14","House Committee on Environment","John McCoy"
"3178","2013-14","House Committee on Environment","Tana Senn"
"3179","2013-14","House Committee on Environment","Matt Shea"
"3180","2013-14","House Committee on Environment","Shelly Short"
"3181","2013-14","House Committee on Environment","Liz Pike"
"3182","2013-14","House Committee on Environment","Larry Crouse"
"3183","2013-14","House Committee on Environment","Jessyn Farrell"
"3184","2013-14","House Committee on Environment","Jake Fey"
"3185","2013-14","House Committee on Environment","Paul Harris"
"3186","2013-14","House Committee on Environment","Ruth Kagi"
"3187","2013-14","House Committee on Environment","Marko Liias"
"3188","2013-14","House Committee on Environment","Jeff Morris"
"3189","2013-14","House Committee on Environment","Terry Nealey"
"3190","2013-14","House Committee on Environment","Lillian Ortiz-Self"
"3191","2013-14","House Committee on Environment","Jason Overstreet"
"3192","2013-14","House Committee on Environment","Steve Tharinger"
"3193","2013-14","House Committee on Finance","Reuven Carlyle"
"3194","2013-14","House Committee on Finance","Steve Tharinger"
"3195","2013-14","House Committee on Finance","Terry Nealey"
"3196","2013-14","House Committee on Finance","Ed Orcutt"
"3197","2013-14","House Committee on Finance","Cary Condotta"
"3198","2013-14","House Committee on Finance","Joe Fitzgibbon"
"3199","2013-14","House Committee on Finance","Drew Hansen"
"3200","2013-14","House Committee on Finance","Kristine Lytton"
"3201","2013-14","House Committee on Finance","Gerry Pollet"
"3202","2013-14","House Committee on Finance","Chris Reykdal"
"3203","2013-14","House Committee on Finance","Larry Springer"
"3204","2013-14","House Committee on Finance","Brandon Vick"
"3205","2013-14","House Committee on Finance","J.T. Wilcox"
"3206","2013-14","House Committee on Government Accountability & Oversight","Christopher Hurst"
"3207","2013-14","House Committee on Government Accountability & Oversight","Sharon Wylie"
"3208","2013-14","House Committee on Government Accountability & Oversight","Cary Condotta"
"3209","2013-14","House Committee on Government Accountability & Oversight","Jeff Holy"
"3210","2013-14","House Committee on Government Accountability & Oversight","Jesse Young"
"3211","2013-14","House Committee on Government Accountability & Oversight","Gary Alexander"
"3212","2013-14","House Committee on Government Accountability & Oversight","Brian Blake"
"3213","2013-14","House Committee on Government Accountability & Oversight","Steve Kirby"
"3214","2013-14","House Committee on Government Accountability & Oversight","Luis Moscoso"
"3215","2013-14","House Committee on Government Accountability & Oversight","Matt Shea"
"3216","2013-14","House Committee on Government Accountability & Oversight","Norma Smith"
"3217","2013-14","House Committee on Government Accountability & Oversight","Brandon Vick"
"3218","2013-14","House Committee on Government Operations & Elections","Sam Hunt"
"3219","2013-14","House Committee on Government Operations & Elections","Steve Bergquist"
"3220","2013-14","House Committee on Government Operations & Elections","Vincent Buys"
"3221","2013-14","House Committee on Government Operations & Elections","David Taylor"
"3222","2013-14","House Committee on Government Operations & Elections","Jesse Young"
"3223","2013-14","House Committee on Government Operations & Elections","Gary Alexander"
"3224","2013-14","House Committee on Government Operations & Elections","Reuven Carlyle"
"3225","2013-14","House Committee on Government Operations & Elections","Leonard Christian"
"3226","2013-14","House Committee on Government Operations & Elections","Richard DeBolt"
"3227","2013-14","House Committee on Government Operations & Elections","Joe Fitzgibbon"
"3228","2013-14","House Committee on Government Operations & Elections","Joel Kretz"
"3229","2013-14","House Committee on Government Operations & Elections","Dan Kristiansen"
"3230","2013-14","House Committee on Government Operations & Elections","Matt Manweller"
"3231","2013-14","House Committee on Government Operations & Elections","Tina Orwall"
"3232","2013-14","House Committee on Government Operations & Elections","June Robinson"
"3233","2013-14","House Committee on Government Operations & Elections","Norma Smith"
"3234","2013-14","House Committee on Government Operations & Elections","Kevin Van De Wege"
"3235","2013-14","House Committee on Health Care & Wellness","Eileen Cody"
"3236","2013-14","House Committee on Health Care & Wellness","Marcus Riccelli"
"3237","2013-14","House Committee on Health Care & Wellness","Joe Schmick"
"3238","2013-14","House Committee on Health Care & Wellness","Paul Harris"
"3239","2013-14","House Committee on Health Care & Wellness","Mike Hope"
"3240","2013-14","House Committee on Health Care & Wellness","Jan Angel"
"3241","2013-14","House Committee on Health Care & Wellness","Judy Clibborn"
"3242","2013-14","House Committee on Health Care & Wellness","Richard DeBolt"
"3243","2013-14","House Committee on Health Care & Wellness","Tami Green"
"3244","2013-14","House Committee on Health Care & Wellness","Graham Hunt"
"3245","2013-14","House Committee on Health Care & Wellness","Laurie Jinkins"
"3246","2013-14","House Committee on Health Care & Wellness","Matt Manweller"
"3247","2013-14","House Committee on Health Care & Wellness","Jim Moeller"
"3248","2013-14","House Committee on Health Care & Wellness","Dawn Morrell"
"3249","2013-14","House Committee on Health Care & Wellness","Jay Rodne"
"3250","2013-14","House Committee on Health Care & Wellness","Charles Ross"
"3251","2013-14","House Committee on Health Care & Wellness","Shelly Short"
"3252","2013-14","House Committee on Health Care & Wellness","Steve Tharinger"
"3253","2013-14","House Committee on Health Care & Wellness","Kevin Van De Wege"
"3254","2013-14","House Committee on Higher Education","Larry Haler"
"3255","2013-14","House Committee on Higher Education","Gerry Pollet"
"3256","2013-14","House Committee on Higher Education","Larry Seaquist"
"3257","2013-14","House Committee on Higher Education","Hans Zeiger"
"3258","2013-14","House Committee on Higher Education","Susan Fagan"
"3259","2013-14","House Committee on Higher Education","Mia Gregerson"
"3260","2013-14","House Committee on Higher Education","Drew Hansen"
"3261","2013-14","House Committee on Higher Education","Mark Hargrove"
"3262","2013-14","House Committee on Higher Education","Norm Johnson"
"3263","2013-14","House Committee on Higher Education","Chad Magendanz"
"3264","2013-14","House Committee on Higher Education","Dick Muri"
"3265","2013-14","House Committee on Higher Education","Jamie Pedersen"
"3266","2013-14","House Committee on Higher Education","Chris Reykdal"
"3267","2013-14","House Committee on Higher Education","Marcus Riccelli"
"3268","2013-14","House Committee on Higher Education","David Sawyer"
"3269","2013-14","House Committee on Higher Education","Elizabeth Scott"
"3270","2013-14","House Committee on Higher Education","Mike Sells"
"3271","2013-14","House Committee on Higher Education","Norma Smith"
"3272","2013-14","House Committee on Higher Education","Gael Tarleton"
"3273","2013-14","House Committee on Higher Education","Brady Walkinshaw"
"3274","2013-14","House Committee on Higher Education","Maureen Walsh"
"3275","2013-14","House Committee on Higher Education","Sharon Wylie"
"3276","2013-14","House Committee on Judiciary","Laurie Jinkins"
"3277","2013-14","House Committee on Judiciary","Jamie Pedersen"
"3278","2013-14","House Committee on Judiciary","Drew Hansen"
"3279","2013-14","House Committee on Judiciary","Jay Rodne"
"3280","2013-14","House Committee on Judiciary","Terry Nealey"
"3281","2013-14","House Committee on Judiciary","Steve O'Ban"
"3282","2013-14","House Committee on Judiciary","Roger Goodman"
"3283","2013-14","House Committee on Judiciary","Larry Haler"
"3284","2013-14","House Committee on Judiciary","Mike Hope"
"3285","2013-14","House Committee on Judiciary","Steve Kirby"
"3286","2013-14","House Committee on Judiciary","Brad Klippert"
"3287","2013-14","House Committee on Judiciary","Dick Muri"
"3288","2013-14","House Committee on Judiciary","Tina Orwall"
"3289","2013-14","House Committee on Judiciary","Mary Helen Roberts"
"3290","2013-14","House Committee on Judiciary","Matt Shea"
"3291","2013-14","House Committee on Judiciary","Brady Walkinshaw"
"3292","2013-14","House Committee on Labor & Workforce Development","Mike Sells"
"3293","2013-14","House Committee on Labor & Workforce Development","Chris Reykdal"
"3294","2013-14","House Committee on Labor & Workforce Development","Matt Manweller"
"3295","2013-14","House Committee on Labor & Workforce Development","Cary Condotta"
"3296","2013-14","House Committee on Labor & Workforce Development","Leonard Christian"
"3297","2013-14","House Committee on Labor & Workforce Development","Tami Green"
"3298","2013-14","House Committee on Labor & Workforce Development","Jeff Holy"
"3299","2013-14","House Committee on Labor & Workforce Development","Graham Hunt"
"3300","2013-14","House Committee on Labor & Workforce Development","Jim Moeller"
"3301","2013-14","House Committee on Labor & Workforce Development","Timm Ormsby"
"3302","2013-14","House Committee on Labor & Workforce Development","Shelly Short"
"3303","2013-14","House Committee on Local Government","Dean Takko"
"3304","2013-14","House Committee on Local Government","Mia Gregerson"
"3305","2013-14","House Committee on Local Government","Jason Overstreet"
"3306","2013-14","House Committee on Local Government","Linda Kochmar"
"3307","2013-14","House Committee on Local Government","Vincent Buys"
"3308","2013-14","House Committee on Local Government","Larry Crouse"
"3309","2013-14","House Committee on Local Government","Jessyn Farrell"
"3310","2013-14","House Committee on Local Government","Joe Fitzgibbon"
"3311","2013-14","House Committee on Local Government","Marko Liias"
"3312","2013-14","House Committee on Local Government","Liz Pike"
"3313","2013-14","House Committee on Local Government","Larry Springer"
"3314","2013-14","House Committee on Local Government","David Taylor"
"3315","2013-14","House Committee on Local Government","Dave Upthegrove"
"3316","2013-14","House Committee on Public Safety","Dave Hayes"
"3317","2013-14","House Committee on Public Safety","Roger Goodman"
"3318","2013-14","House Committee on Public Safety","Brad Klippert"
"3319","2013-14","House Committee on Public Safety","Mary Helen Roberts"
"3320","2013-14","House Committee on Public Safety","Sherry Appleton"
"3321","2013-14","House Committee on Public Safety","Jeff Holy"
"3322","2013-14","House Committee on Public Safety","Mike Hope"
"3323","2013-14","House Committee on Public Safety","Luis Moscoso"
"3324","2013-14","House Committee on Public Safety","Eric Pettigrew"
"3325","2013-14","House Committee on Public Safety","Charles Ross"
"3326","2013-14","House Committee on Public Safety","Dean Takko"
"3327","2013-14","House Committee on Rules","Frank Chopp"
"3328","2013-14","House Committee on Rules","Richard DeBolt"
"3329","2013-14","House Committee on Rules","Cathy Dahlquist"
"3330","2013-14","House Committee on Rules","Susan Fagan"
"3331","2013-14","House Committee on Rules","Tami Green"
"3332","2013-14","House Committee on Rules","Cyrus Habib"
"3333","2013-14","House Committee on Rules","Jeff Holy"
"3334","2013-14","House Committee on Rules","Norm Johnson"
"3335","2013-14","House Committee on Rules","Linda Kochmar"
"3336","2013-14","House Committee on Rules","Joel Kretz"
"3337","2013-14","House Committee on Rules","Dan Kristiansen"
"3338","2013-14","House Committee on Rules","Marko Liias"
"3339","2013-14","House Committee on Rules","Kristine Lytton"
"3340","2013-14","House Committee on Rules","Chad Magendanz"
"3341","2013-14","House Committee on Rules","Marcie Maxwell"
"3342","2013-14","House Committee on Rules","Jim Moeller"
"3343","2013-14","House Committee on Rules","Terry Nealey"
"3344","2013-14","House Committee on Rules","Tina Orwall"
"3345","2013-14","House Committee on Rules","Eric Pettigrew"
"3346","2013-14","House Committee on Rules","Chris Reykdal"
"3347","2013-14","House Committee on Rules","Mary Helen Roberts"
"3348","2013-14","House Committee on Rules","Cindy Ryu"
"3349","2013-14","House Committee on Rules","David Sawyer"
"3350","2013-14","House Committee on Rules","Joe Schmick"
"3351","2013-14","House Committee on Rules","Larry Springer"
"3352","2013-14","House Committee on Rules","Pat Sullivan"
"3353","2013-14","House Committee on Rules","Gael Tarleton"
"3354","2013-14","House Committee on Rules","Kevin Van De Wege"
"3355","2013-14","House Committee on Rules","J.T. Wilcox"
"3356","2013-14","House Committee on Technology & Economic Development","Jeff Morris"
"3357","2013-14","House Committee on Technology & Economic Development","Norma Smith"
"3358","2013-14","House Committee on Technology & Economic Development","Cyrus Habib"
"3359","2013-14","House Committee on Technology & Economic Development","Larry Crouse"
