biennium,committee,name,isChair,isVice,
2003-04,Senate Committee on Highways & Transportation,Bob Oke,,,
2003-04,Senate Committee on Highways & Transportation,Erik Poulsen,,,
2003-04,Senate Committee on Highways & Transportation,Margarita Prentice,,,
2003-04,Senate Committee on Highways & Transportation,Harriet Spanel,,,
2003-04,Senate Committee on Judiciary,Bob McCaslin,1,,
2003-04,Senate Committee on Judiciary,Luke Esser,,1,
2003-04,Senate Committee on Judiciary,Adam Kline,,,
2003-04,Senate Committee on Judiciary,Dale Brandland,,,
2003-04,Senate Committee on Judiciary,James Hargrove,,,
2003-04,Senate Committee on Judiciary,Stephen Johnson,,,
2003-04,Senate Committee on Judiciary,Pam Roach,,,
2003-04,Senate Committee on Judiciary,Pat Thibaudeau,,,
2003-04,Senate Committee on Land Use & Planning,Joyce Mulliken,1,,
2003-04,Senate Committee on Land Use & Planning,Tim Sheldon,,,
2003-04,Senate Committee on Land Use & Planning,Adam Kline,,,
2003-04,Senate Committee on Land Use & Planning,Bob McCaslin,,,
2003-04,Senate Committee on Land Use & Planning,Bob Morton,,,
2003-04,Senate Committee on Land Use & Planning,Brian Murray,,,
2003-04,Senate Committee on Land Use & Planning,Val Stevens,,,
2003-04,"Senate Committee on Natural Resources, Energy & Water",Bob Morton,1,,
2003-04,"Senate Committee on Natural Resources, Energy & Water",Mike Hewitt,,1,
2003-04,"Senate Committee on Natural Resources, Energy & Water",Karen Fraser,,,
2003-04,"Senate Committee on Natural Resources, Energy & Water",Mark Doumit,,,
2003-04,"Senate Committee on Natural Resources, Energy & Water",Patricia Hale,,,
2003-04,"Senate Committee on Natural Resources, Energy & Water",James Hargrove,,,
2003-04,"Senate Committee on Natural Resources, Energy & Water",Jim Honeyford,,,
2003-04,"Senate Committee on Natural Resources, Energy & Water",Bob Oke,,,
2003-04,"Senate Committee on Natural Resources, Energy & Water",Debbie Regala,,,
2003-04,"Senate Committee on Parks, Fish & Wildlife",Bob Oke,1,,
2003-04,"Senate Committee on Parks, Fish & Wildlife",Larry Sheahan,,1,
2003-04,"Senate Committee on Parks, Fish & Wildlife",Mark Doumit,,,
2003-04,"Senate Committee on Parks, Fish & Wildlife",Luke Esser,,,
2003-04,"Senate Committee on Parks, Fish & Wildlife",Ken Jacobsen,,,
2003-04,"Senate Committee on Parks, Fish & Wildlife",Bob Morton,,,
2003-04,"Senate Committee on Parks, Fish & Wildlife",Harriet Spanel,,,
2003-04,"Senate Committee on Parks, Fish & Wildlife",Dan Swecker,,,
2003-04,Senate Committee on Rules,Brad Owen,1,,
2003-04,Senate Committee on Rules,Shirley Winsley,,1,
2003-04,Senate Committee on Rules,Lisa Brown,,,
2003-04,Senate Committee on Rules,Don Benton,,,
2003-04,Senate Committee on Rules,Alex Deccio,,,
2003-04,Senate Committee on Rules,Tracey Eide,,,
2003-04,Senate Committee on Rules,Luke Esser,,,
2003-04,Senate Committee on Rules,Bill Finkbeiner,,,
2003-04,Senate Committee on Rules,Rosa Franklin,,,
2003-04,Senate Committee on Rules,Patricia Hale,,,
2003-04,Senate Committee on Rules,Mary Margaret Haugen,,,
2003-04,Senate Committee on Rules,Mike Hewitt,,,
2003-04,Senate Committee on Rules,Jim Honeyford,,,
2003-04,Senate Committee on Rules,Jeanne Kohl-Welles,,,
2003-04,Senate Committee on Rules,Linda Evans Parlette,,,
2003-04,Senate Committee on Rules,Erik Poulsen,,,
2003-04,Senate Committee on Rules,Marilyn Rasmussen,,,
2003-04,Senate Committee on Rules,Pam Roach,,,
2003-04,Senate Committee on Rules,Dave Schmidt,,,
2003-04,Senate Committee on Rules,Larry Sheahan,,,
2003-04,Senate Committee on Rules,Betti Sheldon,,,
2003-04,Senate Committee on Rules,Harriet Spanel,,,
2003-04,Senate Committee on Rules,James West,,,
2003-04,Senate Committee on Rules,Joseph Zarelli,,,
2003-04,Senate Committee on Technology & Communications,Dave Schmidt,,,
2003-04,Senate Committee on Technology & Communications,Luke Esser,1,,
2003-04,Senate Committee on Technology & Communications,Bill Finkbeiner,,1,
2003-04,Senate Committee on Technology & Communications,Erik Poulsen,,,
2003-04,Senate Committee on Technology & Communications,Aaron Reardon,,,
2003-04,Senate Committee on Technology & Communications,Jean Berkey,,,
2003-04,Senate Committee on Technology & Communications,Tracey Eide,,,
2003-04,Senate Committee on Technology & Communications,Bob McCaslin,,,
2003-04,Senate Committee on Technology & Communications,Val Stevens,,,
2003-04,Senate Committee on Ways & Means,Dino Rossi,1,,
2003-04,Senate Committee on Ways & Means,Joseph Zarelli,,1,
2003-04,Senate Committee on Ways & Means,Linda Evans Parlette,,,
2003-04,Senate Committee on Ways & Means,Mike Hewitt,,1,
2003-04,Senate Committee on Ways & Means,Margarita Prentice,,,
2003-04,Senate Committee on Ways & Means,Darlene Fairley,,,
2003-04,Senate Committee on Ways & Means,Erik Poulsen,,,
2003-04,Senate Committee on Ways & Means,Lisa Brown,,,
2003-04,Senate Committee on Ways & Means,Don Carlson,,,
2003-04,Senate Committee on Ways & Means,Mark Doumit,,,
2003-04,Senate Committee on Ways & Means,Karen Fraser,,,
2003-04,Senate Committee on Ways & Means,Patricia Hale,,,
2003-04,Senate Committee on Ways & Means,Jim Honeyford,,,
2003-04,Senate Committee on Ways & Means,Stephen Johnson,,,
2003-04,Senate Committee on Ways & Means,Jeanne Kohl-Welles,,,
2003-04,Senate Committee on Ways & Means,Cheryl Pflug,,,
2003-04,Senate Committee on Ways & Means,Marilyn Rasmussen,,,
2003-04,Senate Committee on Ways & Means,Debbie Regala,,,
2003-04,Senate Committee on Ways & Means,Pam Roach,,,
2003-04,Senate Committee on Ways & Means,Larry Sheahan,,,
2003-04,Senate Committee on Ways & Means,Betti Sheldon,,,
2003-04,Senate Committee on Ways & Means,Shirley Winsley,,,
2005-06,House Committee on Appropriations,Helen Sommers,1,,
2005-06,House Committee on Appropriations,Bill Fromhold,,1,
2005-06,House Committee on Appropriations,Gary Alexander,,,
2005-06,House Committee on Appropriations,Glenn Anderson,,,
2005-06,House Committee on Appropriations,Mike Armstrong,,,
2005-06,House Committee on Appropriations,Barbara Bailey,,,
2005-06,House Committee on Appropriations,David Buri,,,
2005-06,House Committee on Appropriations,Bruce Chandler,,,
2005-06,House Committee on Appropriations,Jim Clements,,,
2005-06,House Committee on Appropriations,Eileen Cody,,,
2005-06,House Committee on Appropriations,Steve Conway,,,
2005-06,House Committee on Appropriations,Jeannie Darneille,,,
2005-06,House Committee on Appropriations,Hans Dunshee,,,
2005-06,House Committee on Appropriations,Bill Grant,,,
2005-06,House Committee on Appropriations,Kathy Haigh,,,
2005-06,House Committee on Appropriations,Bill Hinkle,,,
2005-06,House Committee on Appropriations,Ross Hunter,,,
2005-06,House Committee on Appropriations,Ruth Kagi,,,
2005-06,House Committee on Appropriations,Phyllis Kenney,,,
2005-06,House Committee on Appropriations,Lynn Kessler,,,
2005-06,House Committee on Appropriations,Kelli Linville,,,
2005-06,House Committee on Appropriations,Joe McDermott,,,
2005-06,House Committee on Appropriations,Joyce McDonald,,,
2005-06,House Committee on Appropriations,Jim McIntire,,,
2005-06,House Committee on Appropriations,Mark Miloscia,,,
2005-06,House Committee on Appropriations,Kirk Pearson,,,
2005-06,House Committee on Appropriations,Skip Priest,,,
2005-06,House Committee on Appropriations,Shay Schual-Berke,,,
2005-06,House Committee on Appropriations,Pat Sullivan,,,
2005-06,House Committee on Appropriations,Gigi Talcott,,,
2005-06,House Committee on Appropriations,Maureen Walsh,,,
2005-06,House Committee on Capital Budget,Hans Dunshee,1,,
2005-06,House Committee on Capital Budget,Timm Ormsby,,1,
2005-06,House Committee on Capital Budget,Fred Jarrett,,,
2005-06,House Committee on Capital Budget,Shirley Hankins,,,
2005-06,House Committee on Capital Budget,Mike Armstrong,,,
2005-06,House Committee on Capital Budget,Brian Blake,,,
2005-06,House Committee on Capital Budget,Bruce Chandler,,,
2005-06,House Committee on Capital Budget,Maralyn Chase,,,
2005-06,House Committee on Capital Budget,Jim Clements,,,
2005-06,House Committee on Capital Budget,Don Cox,,,
2005-06,House Committee on Capital Budget,Richard DeBolt,,,
2005-06,House Committee on Capital Budget,"William ""Ike"" Eickmeyer",,,
2005-06,House Committee on Capital Budget,Mark Ericks,,,
2005-06,House Committee on Capital Budget,Doug Ericksen,,,
2005-06,House Committee on Capital Budget,Dennis Flannigan,,,
2005-06,House Committee on Capital Budget,Tami Green,,,
2005-06,House Committee on Capital Budget,Bob Hasegawa,,,
2005-06,House Committee on Capital Budget,Jan_a Holmquist,,,
2005-06,House Committee on Capital Budget,Joel Kretz,,,
2005-06,House Committee on Capital Budget,Dan Kristiansen,,,
2005-06,House Committee on Capital Budget,Patricia Lantz,,,
2005-06,House Committee on Capital Budget,Jim McCune,,,
2005-06,House Committee on Capital Budget,Jim Moeller,,,
2005-06,House Committee on Capital Budget,Dawn Morrell,,,
2005-06,House Committee on Capital Budget,Ed Murray,,,
2005-06,House Committee on Capital Budget,Daniel Newhouse,,,
2005-06,House Committee on Capital Budget,Al O'Brien,,,
2005-06,House Committee on Capital Budget,Dan Roach,,,
2005-06,House Committee on Capital Budget,Shay Schual-Berke,,,
2005-06,House Committee on Capital Budget,John Serben,,,
2005-06,House Committee on Capital Budget,Larry Springer,,,
2005-06,House Committee on Capital Budget,Chris Strow,,,
2005-06,House Committee on Capital Budget,Dave Upthegrove,,,
2005-06,House Committee on Children & Family Services,Ruth Kagi,1,,
2005-06,House Committee on Children & Family Services,Mary Helen Roberts,,1,
2005-06,House Committee on Children & Family Services,Maureen Walsh,,,
2005-06,House Committee on Children & Family Services,Bill Hinkle,,,
2005-06,House Committee on Children & Family Services,Jeannie Darneille,,,
2005-06,House Committee on Children & Family Services,Mary Lou Dickerson,,,
2005-06,House Committee on Children & Family Services,Jim Dunn,,,
2005-06,House Committee on Children & Family Services,Larry Haler,,,
2005-06,House Committee on Children & Family Services,Eric Pettigrew,,,
2005-06,House Committee on Commerce & Labor,Steve Conway,1,,
2005-06,House Committee on Commerce & Labor,Alex Wood,,1,
2005-06,House Committee on Commerce & Labor,Cary Condotta,,,
2005-06,House Committee on Commerce & Labor,Bruce Chandler,,,
2005-06,House Committee on Commerce & Labor,Bob Sump,,,
2005-06,House Committee on Commerce & Labor,Larry Crouse,,,
2005-06,House Committee on Commerce & Labor,Jan_a Holmquist,,,
2005-06,House Committee on Commerce & Labor,Zack Hudgins,,,
2005-06,House Committee on Commerce & Labor,Phyllis Kenney,,,
2005-06,House Committee on Commerce & Labor,John McCoy,,,
2005-06,House Committee on Criminal Justice & Corrections,Al O'Brien,1,,
2005-06,House Committee on Criminal Justice & Corrections,Jeannie Darneille,,1,
2005-06,House Committee on Criminal Justice & Corrections,Kirk Pearson,,,
2005-06,House Committee on Criminal Justice & Corrections,John Ahern,,,
2005-06,House Committee on Criminal Justice & Corrections,Ruth Kagi,,,
2005-06,House Committee on Criminal Justice & Corrections,Steve Kirby,,,
2005-06,House Committee on Criminal Justice & Corrections,Chris Strow,,,
2005-06,House Committee on Criminal Justice & Corrections,Brendan Williams,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Kelli Linville,1,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Eric Pettigrew,,1,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Dan Kristiansen,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Mary Skinner,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Barbara Bailey,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Brian Blake,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Jim Buck,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",David Buri,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Maralyn Chase,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Judy Clibborn,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Cary Condotta,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Jim Dunn,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Bill Grant,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Larry Haler,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Jan_a Holmquist,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Phyllis Kenney,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Derek Kilmer,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Joel Kretz,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",John McCoy,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Dawn Morrell,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Daniel Newhouse,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Dave Quall,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Chris Strow,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Pat Sullivan,,,
2005-06,"House Committee on Economic Development, Agriculture & Trade",Deb Wallace,,,
2005-06,House Committee on Education,Dave Quall,1,,
2005-06,House Committee on Education,Pat Sullivan,,1,
2005-06,House Committee on Education,Gigi Talcott,,,
2005-06,House Committee on Education,Glenn Anderson,,,
2005-06,House Committee on Education,Richard Curtis,,,
2005-06,House Committee on Education,Kathy Haigh,,,
2005-06,House Committee on Education,Ross Hunter,,,
2005-06,House Committee on Education,Joe McDermott,,,
2005-06,House Committee on Education,Skip Priest,,,
2005-06,House Committee on Education,Sharon Tomiko Santos,,,
2005-06,House Committee on Education,Jan Shabro,,,
2005-06,House Committee on Education,Rodney Tom,,,
2005-06,House Committee on Education,Deb Wallace,,,
2005-06,House Committee on Finance,Jim McIntire,1,,
2005-06,House Committee on Finance,Ross Hunter,,1,
2005-06,House Committee on Finance,Ed Orcutt,,,
2005-06,House Committee on Finance,Dan Roach,,,
2005-06,House Committee on Finance,John Ahern,,,
2005-06,House Committee on Finance,Cary Condotta,,,
2005-06,House Committee on Finance,Steve Conway,,,
2005-06,House Committee on Finance,Mark Ericks,,,
2005-06,House Committee on Finance,Doug Ericksen,,,
2005-06,House Committee on Finance,Bob Hasegawa,,,
2005-06,House Committee on Finance,Sharon Tomiko Santos,,,
2005-06,House Committee on Finance,Jan Shabro,,,
2005-06,House Committee on Financial Institutions & Insurance,Steve Kirby,1,,
2005-06,House Committee on Financial Institutions & Insurance,Mark Ericks,,1,
2005-06,House Committee on Financial Institutions & Insurance,Dan Roach,,,
2005-06,House Committee on Financial Institutions & Insurance,Cary Condotta,,,
2005-06,House Committee on Financial Institutions & Insurance,Daniel Newhouse,,,
2005-06,House Committee on Financial Institutions & Insurance,Al O'Brien,,,
2005-06,House Committee on Financial Institutions & Insurance,Sharon Tomiko Santos,,,
2005-06,House Committee on Financial Institutions & Insurance,Shay Schual-Berke,,,
2005-06,House Committee on Financial Institutions & Insurance,John Serben,,,
2005-06,House Committee on Financial Institutions & Insurance,Geoff Simpson,,,
2005-06,House Committee on Financial Institutions & Insurance,Chris Strow,,,
2005-06,House Committee on Financial Institutions & Insurance,Rodney Tom,,,
2005-06,House Committee on Financial Institutions & Insurance,Brendan Williams,,,
2005-06,House Committee on Health Care,Eileen Cody,1,,
2005-06,House Committee on Health Care,Tom Campbell,,1,
2005-06,House Committee on Health Care,Dawn Morrell,,1,
2005-06,House Committee on Health Care,Bill Hinkle,,,
2005-06,House Committee on Health Care,Richard Curtis,,,
2005-06,House Committee on Health Care,Gary Alexander,,,
2005-06,House Committee on Health Care,Sherry Appleton,,,
2005-06,House Committee on Health Care,Barbara Bailey,,,
2005-06,House Committee on Health Care,Judy Clibborn,,,
2005-06,House Committee on Health Care,Cary Condotta,,,
2005-06,House Committee on Health Care,Tami Green,,,
2005-06,House Committee on Health Care,Patricia Lantz,,,
2005-06,House Committee on Health Care,Jim Moeller,,,
2005-06,House Committee on Health Care,Shay Schual-Berke,,,
2005-06,House Committee on Health Care,Mary Skinner,,,
2005-06,House Committee on Higher Education & Workforce Education,Phyllis Kenney,1,,
2005-06,House Committee on Higher Education & Workforce Education,Mike Sells,,1,
2005-06,House Committee on Higher Education & Workforce Education,Don Cox,,,
2005-06,House Committee on Higher Education & Workforce Education,Jay Rodne,,,
2005-06,House Committee on Higher Education & Workforce Education,David Buri,,,
2005-06,House Committee on Higher Education & Workforce Education,Jim Dunn,,,
2005-06,House Committee on Higher Education & Workforce Education,Bill Fromhold,,,
2005-06,House Committee on Higher Education & Workforce Education,Bob Hasegawa,,,
2005-06,House Committee on Higher Education & Workforce Education,Fred Jarrett,,,
2005-06,House Committee on Higher Education & Workforce Education,Timm Ormsby,,,
2005-06,House Committee on Higher Education & Workforce Education,Skip Priest,,,
2005-06,House Committee on Higher Education & Workforce Education,Mary Helen Roberts,,,
2005-06,House Committee on Higher Education & Workforce Education,Helen Sommers,,,
2005-06,House Committee on Higher Education & Workforce Education,Rodney Tom,,,
2005-06,House Committee on Higher Education & Workforce Education,Maureen Walsh,,,
2005-06,House Committee on Housing,Mark Miloscia,1,,
2005-06,House Committee on Housing,Larry Springer,,1,
2005-06,House Committee on Housing,Jan_a Holmquist,,,
2005-06,House Committee on Housing,Jim Dunn,,,
2005-06,House Committee on Housing,Jim McCune,,,
2005-06,House Committee on Housing,Timm Ormsby,,,
2005-06,House Committee on Housing,Eric Pettigrew,,,
2005-06,House Committee on Housing,Lynn Schindler,,,
2005-06,House Committee on Housing,Mike Sells,,,
2005-06,House Committee on Judiciary,Patricia Lantz,1,,
2005-06,House Committee on Judiciary,Dennis Flannigan,,1,
2005-06,House Committee on Judiciary,Brendan Williams,,1,
2005-06,House Committee on Judiciary,Skip Priest,,,
2005-06,House Committee on Judiciary,Jay Rodne,,,
2005-06,House Committee on Judiciary,Tom Campbell,,,
2005-06,House Committee on Judiciary,Steve Kirby,,,
2005-06,House Committee on Judiciary,John Serben,,,
2005-06,House Committee on Judiciary,Larry Springer,,,
2005-06,House Committee on Judiciary,Alex Wood,,,
2005-06,House Committee on Juvenile Justice & Family Law,Mary Lou Dickerson,1,,
2005-06,House Committee on Juvenile Justice & Family Law,Jim Moeller,,1,
2005-06,House Committee on Juvenile Justice & Family Law,Joyce McDonald,,,
2005-06,House Committee on Juvenile Justice & Family Law,Jim McCune,,,
2005-06,House Committee on Juvenile Justice & Family Law,Larry Crouse,,,
2005-06,House Committee on Juvenile Justice & Family Law,John Lovick,,,
2005-06,House Committee on Juvenile Justice & Family Law,Mary Helen Roberts,,,
2005-06,House Committee on Juvenile Justice & Family Law,Jay Rodne,,,
2005-06,House Committee on Local Government,Geoff Simpson,1,,
2005-06,House Committee on Local Government,Judy Clibborn,,1,
2005-06,House Committee on Local Government,Lynn Schindler,,,
2005-06,House Committee on Local Government,John Ahern,,,
2005-06,House Committee on Local Government,Mark Ericks,,,
2005-06,House Committee on Local Government,Brian Sullivan,,,
2005-06,House Committee on Local Government,Dean Takko,,,
2005-06,House Committee on Local Government,Beverly Woods,,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Brian Sullivan,1,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Dave Upthegrove,,1,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Jim Buck,,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Joel Kretz,,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Brian Blake,,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Bruce Chandler,,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Richard DeBolt,,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Mary Lou Dickerson,,,
2005-06,"House Committee on Natural Resources, Ecology & Parks","William ""Ike"" Eickmeyer",,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Sam Hunt,,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Ruth Kagi,,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Ed Orcutt,,,
2005-06,"House Committee on Natural Resources, Ecology & Parks",Brendan Williams,,,
2005-06,House Committee on Rules,Frank Chopp,1,,
2005-06,House Committee on Rules,Bruce Chandler,,,
2005-06,House Committee on Rules,Richard DeBolt,,,
2005-06,House Committee on Rules,Mike Armstrong,,,
2005-06,House Committee on Rules,Glenn Anderson,,,
2005-06,House Committee on Rules,Brian Blake,,,
2005-06,House Committee on Rules,Judy Clibborn,,,
2005-06,House Committee on Rules,Doug Ericksen,,,
2005-06,House Committee on Rules,Dennis Flannigan,,,
2005-06,House Committee on Rules,Bill Grant,,,
2005-06,House Committee on Rules,Zack Hudgins,,,
2005-06,House Committee on Rules,Sam Hunt,,,
2005-06,House Committee on Rules,Lynn Kessler,,,
2005-06,House Committee on Rules,John Lovick,,,
2005-06,House Committee on Rules,Joyce McDonald,,,
2005-06,House Committee on Rules,Dawn Morrell,,,
2005-06,House Committee on Rules,Sharon Tomiko Santos,,,
2005-06,House Committee on Rules,John Serben,,,
2005-06,House Committee on Rules,Jan Shabro,,,
2005-06,House Committee on Rules,Rodney Tom,,,
2005-06,House Committee on Select Committee on Hood Canal,"William ""Ike"" Eickmeyer",1,,
2005-06,House Committee on Select Committee on Hood Canal,John McCoy,,1,
2005-06,House Committee on Select Committee on Hood Canal,Kirk Pearson,,,
2005-06,House Committee on Select Committee on Hood Canal,Bob Sump,,,
2005-06,House Committee on Select Committee on Hood Canal,Sherry Appleton,,,
2005-06,House Committee on Select Committee on Hood Canal,Maralyn Chase,,,
2005-06,House Committee on Select Committee on Hood Canal,Maureen Walsh,,,
2005-06,House Committee on State Government Operations & Accountability,Kathy Haigh,1,,
2005-06,House Committee on State Government Operations & Accountability,Tami Green,,1,
2005-06,House Committee on State Government Operations & Accountability,Toby Nixon,,,
2005-06,House Committee on State Government Operations & Accountability,Jim Clements,,,
2005-06,House Committee on State Government Operations & Accountability,Sam Hunt,,,
2005-06,House Committee on State Government Operations & Accountability,Joe McDermott,,,
2005-06,House Committee on State Government Operations & Accountability,Mark Miloscia,,,
2005-06,House Committee on State Government Operations & Accountability,Lynn Schindler,,,
2005-06,House Committee on State Government Operations & Accountability,Jan Shabro,,,
2005-06,House Committee on State Government Operations & Accountability,Bob Sump,,,
2005-06,"House Committee on Technology, Energy & Communications",Jeff Morris,1,,
2005-06,"House Committee on Technology, Energy & Communications",Derek Kilmer,,1,
2005-06,"House Committee on Technology, Energy & Communications",Larry Crouse,,,
2005-06,"House Committee on Technology, Energy & Communications",Larry Haler,,,
2005-06,"House Committee on Technology, Energy & Communications",Mark Ericks,,,
2005-06,"House Committee on Technology, Energy & Communications",Shirley Hankins,,,
2005-06,"House Committee on Technology, Energy & Communications",Zack Hudgins,,,
2005-06,"House Committee on Technology, Energy & Communications",Toby Nixon,,,
2005-06,"House Committee on Technology, Energy & Communications",Pat Sullivan,,,
2005-06,"House Committee on Technology, Energy & Communications",Bob Sump,,,
2005-06,"House Committee on Technology, Energy & Communications",Dean Takko,,,
2005-06,"House Committee on Technology, Energy & Communications",Deb Wallace,,,
2005-06,House Committee on Transportation,Ed Murray,1,,
2005-06,House Committee on Transportation,Deb Wallace,,1,
2005-06,House Committee on Transportation,Beverly Woods,,,
2005-06,House Committee on Transportation,Mary Skinner,,,
2005-06,House Committee on Transportation,Sherry Appleton,,,
2005-06,House Committee on Transportation,Jim Buck,,,
2005-06,House Committee on Transportation,Tom Campbell,,,
2005-06,House Committee on Transportation,Judy Clibborn,,,
2005-06,House Committee on Transportation,Richard Curtis,,,
2005-06,House Committee on Transportation,Mary Lou Dickerson,,,
2005-06,House Committee on Transportation,Doug Ericksen,,,
2005-06,House Committee on Transportation,Dennis Flannigan,,,
2005-06,House Committee on Transportation,Shirley Hankins,,,
2005-06,House Committee on Transportation,Jan_a Holmquist,,,
2005-06,House Committee on Transportation,Zack Hudgins,,,
2005-06,House Committee on Transportation,Fred Jarrett,,,
2005-06,House Committee on Transportation,Derek Kilmer,,,
2005-06,House Committee on Transportation,John Lovick,,,
2005-06,House Committee on Transportation,Jeff Morris,,,
2005-06,House Committee on Transportation,Toby Nixon,,,
2005-06,House Committee on Transportation,Jay Rodne,,,
2005-06,House Committee on Transportation,Lynn Schindler,,,
2005-06,House Committee on Transportation,Mike Sells,,,
2005-06,House Committee on Transportation,Jan Shabro,,,
2005-06,House Committee on Transportation,Geoff Simpson,,,
2005-06,House Committee on Transportation,Brian Sullivan,,,
2005-06,House Committee on Transportation,Dean Takko,,,
2005-06,House Committee on Transportation,Dave Upthegrove,,,
2005-06,House Committee on Transportation,Alex Wood,,,
2005-06,Senate Committee on Agriculture & Rural Economic Development,Marilyn Rasmussen,1,,
2005-06,Senate Committee on Agriculture & Rural Economic Development,Paull Shin,,1,
2005-06,Senate Committee on Agriculture & Rural Economic Development,Mark Schoesler,,,
2005-06,Senate Committee on Agriculture & Rural Economic Development,Jerome Delvin,,,
2005-06,Senate Committee on Agriculture & Rural Economic Development,Ken Jacobsen,,,
2005-06,Senate Committee on Agriculture & Rural Economic Development,Bob Morton,,,
2005-06,Senate Committee on Agriculture & Rural Economic Development,Tim Sheldon,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Rosemary McAuliffe,1,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Craig Pridemore,,1,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Brian Weinstein,,1,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Dave Schmidt,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Don Benton,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Jean Berkey,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Mike Carrell,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Jerome Delvin,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Tracey Eide,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Jeanne Kohl-Welles,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Joyce Mulliken,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Cheryl Pflug,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Marilyn Rasmussen,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Phil Rockefeller,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Mark Schoesler,,,
2005-06,"Senate Committee on Early Learning, K-12 & Higher Education",Paull Shin,,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Darlene Fairley,1,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Jean Berkey,,1,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Don Benton,,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Brad Benson,,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Dale Brandland,,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Jerome Delvin,,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Bill Finkbeiner,,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Rosa Franklin,,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Karen Keiser,,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Margarita Prentice,,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Dave Schmidt,,,
2005-06,"Senate Committee on Financial Institutions, Housing & Consumer Protection",Harriet Spanel,,,
2005-06,Senate Committee on Government Operations & Elections,Jim Kastama,1,,
2005-06,Senate Committee on Government Operations & Elections,Jean Berkey,,1,
2005-06,Senate Committee on Government Operations & Elections,Pam Roach,,,
2005-06,Senate Committee on Government Operations & Elections,Don Benton,,,
2005-06,Senate Committee on Government Operations & Elections,Darlene Fairley,,,
2005-06,Senate Committee on Government Operations & Elections,Mary Margaret Haugen,,,
